,Algorithm,Parameters,Distance,CH,BH,Hartigan,xu,DB,S,Number of clusters,punctuation
12,kmeans,"k = 2,MAX_I = 100,tol = 0.001",Mahalanobis,122.21457239893694,81.6092182010194,-0.19143398373591794,15.116359992491844,0.8352293629140061,0.49249413148534965,2,0.488027791267259
16,kmeans,"k = 2,MAX_I = 100,tol = 0.001",Cosine,4715.4097121196655,0.029717133248253137,3.4613788129937153,7.198386246294936,0.038164745822145546,0.9528043720591145,2,0.47404002474575063
19,fuzzycmeans,"k = 3,m = 2,MAX_I = 100,tol = 0.001",Cosine,4956.879085696544,0.010030973456755797,4.211246198866905,6.9232703577630526,0.0669416582220244,0.8301712255489859,3,0.472761745954233
14,fuzzycmeans,"k = 2,m = 2,MAX_I = 100,tol = 0.001",Mahalanobis,75.19851010544565,119.41274235624573,-0.6770808554321741,15.49700368391835,0.5574349816932871,0.38066693537810914,2,0.4401429155326533
13,kmeans,"k = 3,MAX_I = 100,tol = 0.001",Mahalanobis,163.80912622629475,30.76577844308382,0.801416479315363,14.951750967720496,0.6893896071186184,0.4998850818935376,3,0.42130742813127514
17,kmeans,"k = 3,MAX_I = 100,tol = 0.001",Cosine,2366.3948377162005,0.019711964740093544,3.4718375042428873,7.598818504582787,0.21685766293969358,0.8421507153931101,3,0.40640081861636407
8,kmeans,"k = 2,MAX_I = 100,tol = 0.001",Minkowski,2225.852202031726,0.3843054240027991,2.710682859654886,9.758100101222258,0.22762594966741523,0.7874099134492674,2,0.4037349556435583
9,kmeans,"k = 3,MAX_I = 100,tol = 0.001",Minkowski,1634.0278469020982,0.1781195762941312,3.101517911223688,9.800047807670934,0.39123637704530795,0.6912988831708893,3,0.4030571641423751
5,kmeans,"k = 3,MAX_I = 100,tol = 0.001",Manhattan,758.9771098515065,1.7980012322225238,2.334686212423658,12.112023606347524,0.623034076649777,0.5383949694620543,3,0.3967056079169438
4,kmeans,"k = 2,MAX_I = 100,tol = 0.001",Manhattan,620.0539535933677,5.405274485124123,1.4325942224136208,12.401793002110917,0.6072859173065355,0.6037181779648589,2,0.38757063378476797
18,fuzzycmeans,"k = 2,m = 2,MAX_I = 100,tol = 0.001",Cosine,2432.393824089366,0.057856521311327125,2.79941889045928,7.864628664996657,0.025727841005636014,0.9509585782090467,2,0.3832109144091149
10,fuzzycmeans,"k = 2,m = 2,MAX_I = 100,tol = 0.001",Minkowski,1352.6228151777657,0.6590155559830324,2.212588538880309,10.297409629431298,0.13893018463530973,0.7656274834066263,2,0.34303236655856945
11,fuzzycmeans,"k = 3,m = 2,MAX_I = 100,tol = 0.001",Minkowski,1519.7489605688027,0.22385242891474189,3.0290150364610016,10.028579741250189,0.1338910231553324,0.6663026333631072,3,0.34085304921393805
15,fuzzycmeans,"k = 3,m = 2,MAX_I = 100,tol = 0.001",Mahalanobis,77.74940104350205,60.99837553128395,0.05620544119032706,15.636195218152805,0.3190446559356453,0.3894717887415252,3,0.3398401054215721
1,kmeans,"k = 3,MAX_I = 100,tol = 0.001",Euclidean,164.3902506300943,1.889860124596206,0.8049577719081591,12.161850803151442,0.5889029408892497,0.5723407430298436,3,0.32819258327926865
0,kmeans,"k = 2,MAX_I = 100,tol = 0.001",Euclidean,267.1409332893382,3.2709686637191027,0.5905640854125597,11.89950393723197,0.5624397913398095,0.6084845494576082,2,0.3263807959685696
6,fuzzycmeans,"k = 2,m = 2,MAX_I = 100,tol = 0.001",Manhattan,381.61956850895706,8.80080135477291,0.9472119446549746,12.889260549133006,0.41631029249349377,0.5132897037469933,2,0.31128348064288086
7,fuzzycmeans,"k = 3,m = 2,MAX_I = 100,tol = 0.001",Manhattan,332.69140451249075,4.0640688124308895,1.5099299409218236,12.927532627294259,0.27007702907716685,0.45243987277782516,3,0.2750856191683198
2,fuzzycmeans,"k = 2,m = 2,MAX_I = 100,tol = 0.001",Euclidean,168.603398768118,5.293514910090148,0.1303369303674656,12.380900238228762,0.35870654266660223,0.5261044253513454,2,0.25341284916537415
3,fuzzycmeans,"k = 3,m = 2,MAX_I = 100,tol = 0.001",Euclidean,126.51201903467083,2.7454245464247093,0.5430519095672025,12.535283709692592,0.3144850434228815,0.42017387206365747,3,0.22548086736527592
