,Algorithm,Parameters,Distance,CH,BH,Hartigan,xu,DB,S,Rand,Fowlkes-Mallows,Jaccard,Number of clusters
886,mountain,"sigma = 0.9,tol = 0.7,grid p = 11",Cosine,inf,2.427558668061852,-3.6461516772510265,19.0437246321271,0.0,0.0,0.3288590604026846,0.5734623443633283,0.3288590604026846,1
887,mountain,"sigma = 0.9,tol = 0.8,grid p = 11",Cosine,inf,2.427558668061852,-3.6461516772510265,19.0437246321271,0.0,0.0,0.3288590604026846,0.5734623443633283,0.3288590604026846,1
888,mountain,"sigma = 0.9,tol = 0.9,grid p = 11",Cosine,inf,2.427558668061852,-3.6461516772510265,19.0437246321271,0.0,0.0,0.3288590604026846,0.5734623443633283,0.3288590604026846,1
889,mountain,"sigma = 0.9,tol = 1,grid p = 11",Cosine,inf,2.427558668061852,-3.6461516772510265,19.0437246321271,0.0,0.0,0.3288590604026846,0.5734623443633283,0.3288590604026846,1
890,mountain,"sigma = 1,tol = 0.1,grid p = 11",Cosine,inf,2.427558668061852,-3.6461516772510265,19.0437246321271,0.0,0.0,0.3288590604026846,0.5734623443633283,0.3288590604026846,1
891,mountain,"sigma = 1,tol = 0.2,grid p = 11",Cosine,inf,2.427558668061852,-3.6461516772510265,19.0437246321271,0.0,0.0,0.3288590604026846,0.5734623443633283,0.3288590604026846,1
892,mountain,"sigma = 1,tol = 0.3,grid p = 11",Cosine,inf,2.427558668061852,-3.6461516772510265,19.0437246321271,0.0,0.0,0.3288590604026846,0.5734623443633283,0.3288590604026846,1
893,mountain,"sigma = 1,tol = 0.4,grid p = 11",Cosine,inf,2.427558668061852,-3.6461516772510265,19.0437246321271,0.0,0.0,0.3288590604026846,0.5734623443633283,0.3288590604026846,1
894,mountain,"sigma = 1,tol = 0.5,grid p = 11",Cosine,inf,2.427558668061852,-3.6461516772510265,19.0437246321271,0.0,0.0,0.3288590604026846,0.5734623443633283,0.3288590604026846,1
895,mountain,"sigma = 1,tol = 0.6,grid p = 11",Cosine,inf,2.427558668061852,-3.6461516772510265,19.0437246321271,0.0,0.0,0.3288590604026846,0.5734623443633283,0.3288590604026846,1
896,mountain,"sigma = 1,tol = 0.7,grid p = 11",Cosine,inf,2.427558668061852,-3.6461516772510265,19.0437246321271,0.0,0.0,0.3288590604026846,0.5734623443633283,0.3288590604026846,1
897,mountain,"sigma = 1,tol = 0.8,grid p = 11",Cosine,inf,2.427558668061852,-3.6461516772510265,19.0437246321271,0.0,0.0,0.3288590604026846,0.5734623443633283,0.3288590604026846,1
898,mountain,"sigma = 1,tol = 0.9,grid p = 11",Cosine,inf,2.427558668061852,-3.6461516772510265,19.0437246321271,0.0,0.0,0.3288590604026846,0.5734623443633283,0.3288590604026846,1
899,mountain,"sigma = 1,tol = 1,grid p = 11",Cosine,inf,2.427558668061852,-3.6461516772510265,19.0437246321271,0.0,0.0,0.3288590604026846,0.5734623443633283,0.3288590604026846,1
