,Algorithm,Parameters,Distance,CH,BH,Hartigan,xu,DB,S,Number of clusters,punctuation
35,gravity,"k = 2,G0 = 0.0002,p = 0.25,epsilon = 5e-05,T = 100",Cosine,4775.15094638607,0.7054556446574165,3.1829138335292537,10.940870533199961,0.07628136083597215,0.9169767669623897,2,0.4961298800141956
34,gravity,"k = 2,G0 = 0.0002,p = 0.25,epsilon = 5e-05,T = 200",Cosine,4775.15094638607,0.7054556446574165,3.1829138335292537,10.940870533199961,0.07628136083597215,0.9169767669623897,2,0.4961298800141956
4,gravity,"k = 3,G0 = 0.0002,p = 0.25,epsilon = 1e-07,T = 200",Euclidean,884.7090513500931,670.191995586879,2.19520228724132,18.608276361784153,1.0925057508867457,0.4732082695970169,3,0.4648301262739983
0,gravity,"k = 2,G0 = 0.0002,p = 0.25,epsilon = 1e-07,T = 200",Euclidean,1544.747594136066,1140.0681985515498,2.054348775799842,18.32862527654605,0.30638625315863244,0.7957755427312369,2,0.4519808596189277
1,gravity,"k = 2,G0 = 0.0002,p = 0.25,epsilon = 1e-07,T = 100",Euclidean,1544.747594136066,1140.0681985515498,2.054348775799842,18.32862527654605,0.30638625315863244,0.7957755427312369,2,0.4519808596189277
3,gravity,"k = 2,G0 = 0.0002,p = 0.25,epsilon = 5e-05,T = 100",Euclidean,1544.747594136066,1140.0681985515498,2.054348775799842,18.32862527654605,0.30638625315863244,0.7957755427312369,2,0.4519808596189277
7,gravity,"k = 3,G0 = 0.0002,p = 0.25,epsilon = 5e-05,T = 100",Euclidean,860.9458511487579,686.7910632105442,2.1679750636201387,18.63274224659573,0.8963281083117584,0.42414852317373736,3,0.4234289499809438
21,gravity,"k = 3,G0 = 0.0002,p = 0.25,epsilon = 1e-07,T = 100",Minkowski,30.090084256455466,17270.66804253265,-1.1858608573919383,21.857476982519284,1.1327888061288378,0.4505943406153001,3,0.41408616000265064
5,gravity,"k = 3,G0 = 0.0002,p = 0.25,epsilon = 1e-07,T = 100",Euclidean,828.588057451042,710.7618644286102,2.1296665684372322,18.667049573093696,0.5805172469527795,0.504864734048114,3,0.39752510602164154
13,gravity,"k = 3,G0 = 0.0002,p = 0.25,epsilon = 1e-07,T = 100",Manhattan,81.67526864035553,1002.5492188943467,-0.18730530155820369,19.011013384001856,0.9483478823351484,0.5278352487513963,3,0.39118969021624017
17,gravity,"k = 2,G0 = 0.0002,p = 0.25,epsilon = 1e-07,T = 100",Minkowski,50.333731623915064,30568.069816827083,-1.3695915695211136,21.617493186764282,0.06074439421528845,0.9409576749398104,2,0.3826497896418097
19,gravity,"k = 2,G0 = 0.0002,p = 0.25,epsilon = 5e-05,T = 100",Minkowski,50.333731623915064,30568.069816827083,-1.3695915695211136,21.617493186764282,0.06074439421528845,0.9409576749398104,2,0.3826497896418097
18,gravity,"k = 2,G0 = 0.0002,p = 0.25,epsilon = 5e-05,T = 200",Minkowski,50.333731623915064,30568.069816827083,-1.3695915695211136,21.617493186764282,0.06074439421528845,0.9409576749398104,2,0.3826497896418097
16,gravity,"k = 2,G0 = 0.0002,p = 0.25,epsilon = 1e-07,T = 200",Minkowski,0.5462096836276239,968033.05016747,-5.893019371706669,25.07280342206687,0.39374188689693385,0.2837458206840622,2,0.38072842428939674
14,gravity,"k = 3,G0 = 0.0002,p = 0.25,epsilon = 5e-05,T = 200",Manhattan,71.87176304060394,1139.2996820199655,-0.3151730860314928,19.138881168475148,0.5125522477238723,0.6826698654412104,3,0.367270250428475
12,gravity,"k = 3,G0 = 0.0002,p = 0.25,epsilon = 1e-07,T = 200",Manhattan,71.70043567956088,1142.0220254214757,-0.3175597241674867,19.14126780661114,0.5087711426139526,0.6732934513152031,3,0.36433307244910357
9,gravity,"k = 2,G0 = 0.0002,p = 0.25,epsilon = 1e-07,T = 100",Manhattan,122.16384946432888,2021.034765332757,-0.48290385862110446,18.90114683295659,0.29612955161798443,0.7965706941529092,2,0.3613754168774154
23,gravity,"k = 3,G0 = 0.0002,p = 0.25,epsilon = 5e-05,T = 100",Minkowski,35.79548896710729,14649.115624696453,-1.0122346692162583,21.692847375580488,0.13731731530784916,0.785126178013701,3,0.358232772172497
26,gravity,"k = 2,G0 = 0.0002,p = 0.25,epsilon = 5e-05,T = 200",Mahalanobis,95.24274353699089,134.36649625068463,-0.7318382029285011,16.19035302681961,1.221729244707767,0.374151946035261,2,0.3481848859324774
20,gravity,"k = 3,G0 = 0.0002,p = 0.25,epsilon = 1e-07,T = 200",Minkowski,27.12548545490339,19087.19455141575,-1.2895828395226043,21.95748507672585,0.36716527680557104,0.6130869826795255,3,0.34580757271156387
25,gravity,"k = 2,G0 = 0.0002,p = 0.25,epsilon = 1e-07,T = 100",Mahalanobis,93.99788801333393,134.93933215778702,-0.7449947166201955,16.19460719966406,1.2317429300142224,0.35007493499572817,2,0.3432694891718194
29,gravity,"k = 3,G0 = 0.0002,p = 0.25,epsilon = 1e-07,T = 100",Mahalanobis,221.6699436741029,40.814782664200585,0.8111329871926202,15.809756465861344,0.685923911109907,0.5229116857154021,3,0.33789232815921166
30,gravity,"k = 3,G0 = 0.0002,p = 0.25,epsilon = 5e-05,T = 200",Mahalanobis,178.48362218894374,47.17848139683065,0.5944402963892456,15.954650015899144,0.7893678622246846,0.4690022697964762,3,0.33516728584904204
31,gravity,"k = 3,G0 = 0.0002,p = 0.25,epsilon = 5e-05,T = 100",Mahalanobis,209.01245954526044,42.49475512631877,0.7523373170589546,15.850092789394727,0.6932237926121777,0.4991471015942947,3,0.3318591615085969
