,Algorithm,Parameters,Distance,CH,BH,Hartigan,xu,DB,S,Rand,Fowlkes-Mallows,Jaccard,Number of clusters,punctuation
17,kmeans,"k = 3,MAX_I = 100,tol = 0.001",Cosine,5885.694706476378,0.0018913180101058913,4.382994653488433,5.254866651860196,0.16019387063430526,0.7638249820962932,0.9571364653243848,0.9350193963807437,0.8779617834394905,3,0.6519232629640207
1,kmeans,"k = 3,MAX_I = 100,tol = 0.001",Euclidean,770.2929902975618,136.23549584223838,2.3494855431345045,16.439732960311638,0.5560279210813963,0.6220697145018311,0.9495302013422818,0.9233071803662838,0.8575397827734277,3,0.6168627546990153
9,kmeans,"k = 3,MAX_I = 100,tol = 0.001",Minkowski,171.06529145693096,573.8409620749441,0.8447598987941944,17.877700273341645,0.19340973648252605,0.795768327625663,0.9574944071588367,0.9354538861584158,0.8787337247893796,3,0.5930193756846104
5,kmeans,"k = 3,MAX_I = 100,tol = 0.001",Manhattan,106.31246927643782,214.64176210674816,0.36909717494430544,16.89431840064409,0.5519544516452829,0.619039904874579,0.9574944071588367,0.9355985958131776,0.8789808917197452,3,0.5851616069914086
11,fuzzycmeans,"k = 3,m = 2,MAX_I = 100,tol = 0.001",Minkowski,62.443536071402924,1605.2721975880875,-0.16302268066636794,18.906396599666376,0.0685970180002267,0.7830065958986239,0.9574944071588367,0.9354538861584158,0.8787337247893796,3,0.5721437120835375
19,fuzzycmeans,"k = 3,m = 2,MAX_I = 100,tol = 0.001",Cosine,2347.059192522677,0.005039058391410519,3.463633009818111,6.234811943514482,0.06254101526836366,0.749351287598947,0.9483668903803132,0.9216366395473581,0.8546599496221663,3,0.5413439833290994
7,fuzzycmeans,"k = 3,m = 2,MAX_I = 100,tol = 0.001",Manhattan,44.58684492197423,525.953013097935,-0.49984654760752395,17.7905598650053,0.2251947246378371,0.5487562373005352,0.9495302013422818,0.9236502891416295,0.8581132075471698,3,0.5011932678242776
13,kmeans,"k = 3,MAX_I = 100,tol = 0.001",Mahalanobis,257.02845678119627,22.088864768605703,1.2519013993217547,14.620421609889913,0.5618989533384752,0.6073580209610843,0.8737360178970918,0.8112427991975698,0.6822787660436839,3,0.4370602297349732
10,fuzzycmeans,"k = 2,m = 2,MAX_I = 100,tol = 0.001",Minkowski,32.25752111198142,8685.521760033327,-1.5234610449375878,19.7838305216201,0.05599791089399582,0.8958605577748839,0.7762863534675615,0.7714542762891773,0.5951417004048583,2,0.4329758080116297
8,kmeans,"k = 2,MAX_I = 100,tol = 0.001",Minkowski,63.705843779795735,4377.765452041137,-0.8429359763074947,19.0987114711747,0.0921118056890832,0.9000200224770772,0.7762863534675615,0.7714542762891773,0.5951417004048583,2,0.39217993032659837
0,kmeans,"k = 2,MAX_I = 100,tol = 0.001",Euclidean,627.3253957046664,447.8245758353511,1.4442531046649312,16.818819352687093,0.38315064309164576,0.7309623323102423,0.7762863534675615,0.7714542762891773,0.5951417004048583,2,0.38431198738965505
15,fuzzycmeans,"k = 3,m = 2,MAX_I = 100,tol = 0.001",Mahalanobis,124.01719903489857,48.602839790071414,0.5231348516623708,15.40902994606263,0.2421879914177946,0.5074541212540108,0.8737360178970918,0.8112427991975698,0.6822787660436839,3,0.3591941814163485
2,fuzzycmeans,"k = 2,m = 2,MAX_I = 100,tol = 0.001",Euclidean,346.6450963195016,832.6860601769806,0.8510892056120312,17.439074461343694,0.24243253199349166,0.6802238374393703,0.7762863534675615,0.7714542762891773,0.5951417004048583,2,0.34611010319101154
4,kmeans,"k = 2,MAX_I = 100,tol = 0.001",Manhattan,82.02397721804441,695.7965217253252,-0.5902006641437983,17.259475032500234,0.4327825487215933,0.7151417055280316,0.7762863534675615,0.7714542762891773,0.5951417004048583,2,0.3460658785070132
12,kmeans,"k = 2,MAX_I = 100,tol = 0.001",Mahalanobis,136.5341174819588,77.50213805633553,-0.08063774544735397,15.064723292554905,0.8188521726249063,0.5110914320362004,0.7762863534675615,0.7714542762891773,0.5951417004048583,2,0.3444429060680522
6,fuzzycmeans,"k = 2,m = 2,MAX_I = 100,tol = 0.001",Manhattan,45.852209690151184,1278.641398380161,-1.1717888823265026,17.867971154458754,0.27542395003684067,0.6592455319471661,0.7762863534675615,0.7714542762891773,0.5951417004048583,2,0.31163552423233054
14,fuzzycmeans,"k = 2,m = 2,MAX_I = 100,tol = 0.001",Mahalanobis,76.86817279962426,120.64103806398221,-0.6551203606917746,15.507237277616845,0.575025659754613,0.38216521735802345,0.7762863534675615,0.7714542762891773,0.5951417004048583,2,0.27326304304885596
3,fuzzycmeans,"k = 3,m = 2,MAX_I = 100,tol = 0.001",Euclidean,152.8586067531318,669.1113307955083,0.7322279490256366,18.03129844499694,0.29396375366525107,0.5333743985149152,0.7217897091722595,0.6779097463133307,0.4965182186234818,3,0.22625469379676158
16,kmeans,"k = 2,MAX_I = 100,tol = 0.001",Cosine,1380.4128338100445,0.01764117179709146,2.2329256145840346,6.676897966549241,0.14927108653807972,0.7816028191178446,0.7186577181208054,0.6792713083697998,0.4965572457966373,2,0.21373049644272907
18,fuzzycmeans,"k = 2,m = 2,MAX_I = 100,tol = 0.001",Cosine,774.9367708267839,0.03125738669982597,1.6555691662309546,7.248918212415136,0.08087571441953371,0.7660425865466811,0.7146308724832214,0.6714829094250627,0.4888603942939574,2,0.17513935694046115
