,Algorithm,Parameters,Distance,CH,BH,Hartigan,xu,DB,S,Number of clusters,punctuation
17,gravity,"k = 2,G0 = 0.0002,p = 0.25,epsilon = 1e-07,T = 100",Minkowski,1935.8912469998297,0.7182692424290479,2.280056061493829,15.483535431887725,0.29881315624079186,0.7739387245810764,2,0.5122957216823262
21,gravity,"k = 3,G0 = 0.0002,p = 0.25,epsilon = 1e-07,T = 100",Minkowski,1796.688016484164,0.30986384951499213,2.9036437100015924,15.236130978676776,0.44958241704941515,0.6753197791351114,3,0.4934865251026561
23,gravity,"k = 3,G0 = 0.0002,p = 0.25,epsilon = 5e-05,T = 100",Minkowski,1710.9883462879125,0.31672253466099104,2.854769914637718,15.268970628254927,0.3352857981995851,0.677371387615722,3,0.48125556619481086
24,gravity,"k = 2,G0 = 0.0002,p = 0.25,epsilon = 1e-07,T = 200",Mahalanobis,98.99676847772076,199.00216525229163,-0.6931798227318794,23.91987517603693,1.2676659250266131,0.3639854208455693,2,0.47276701297763335
26,gravity,"k = 2,G0 = 0.0002,p = 0.25,epsilon = 5e-05,T = 200",Mahalanobis,98.99676847772076,199.00216525229163,-0.6931798227318794,23.91987517603693,1.2676659250266131,0.3639854208455693,2,0.47276701297763335
25,gravity,"k = 2,G0 = 0.0002,p = 0.25,epsilon = 1e-07,T = 100",Mahalanobis,61.03788573418973,228.16353612709844,-1.1767722817004345,24.124995571380463,1.6225249937033548,0.26498686703743074,2,0.468547603770375
27,gravity,"k = 2,G0 = 0.0002,p = 0.25,epsilon = 5e-05,T = 100",Mahalanobis,33.28129638001113,255.54595605037457,-1.7832714617739083,24.295005008933348,1.7064265003235322,0.171450269675859,2,0.4508028280498006
20,gravity,"k = 3,G0 = 0.0002,p = 0.25,epsilon = 1e-07,T = 200",Minkowski,1297.2663072166504,0.42247486204285023,2.577957940595268,15.701126390194586,0.5910128449187532,0.6561002386943642,3,0.45008673320491227
29,gravity,"k = 3,G0 = 0.0002,p = 0.25,epsilon = 1e-07,T = 100",Mahalanobis,39.289233516337575,142.25712343247676,-0.9191060231630055,24.430018611222124,1.9610031422292646,0.2845755886390747,3,0.4405556780873338
9,gravity,"k = 2,G0 = 0.0002,p = 0.25,epsilon = 1e-07,T = 100",Manhattan,690.4306510730006,15.533009234853495,1.2490485041972592,20.09435269934703,0.6268444206481125,0.5692634078968222,2,0.42090121305572237
28,gravity,"k = 3,G0 = 0.0002,p = 0.25,epsilon = 1e-07,T = 200",Mahalanobis,71.12661750543221,115.55674627168857,-0.3255949142617408,24.11820696684273,1.3781132012611892,0.3151396558076853,3,0.420612359296011
8,gravity,"k = 2,G0 = 0.0002,p = 0.25,epsilon = 1e-07,T = 200",Manhattan,665.0631253706281,15.653809213533258,1.2116149308255568,20.10597304943416,0.6495050454433572,0.5554956820078346,2,0.41544604298592774
11,gravity,"k = 2,G0 = 0.0002,p = 0.25,epsilon = 5e-05,T = 100",Manhattan,664.3979879524032,15.69900045187087,1.2106143186721732,20.110297185304205,0.6532650807800857,0.5537788320056114,2,0.4151779727692517
30,gravity,"k = 3,G0 = 0.0002,p = 0.25,epsilon = 5e-05,T = 200",Mahalanobis,72.31725001361811,114.75129120997615,-0.3089938580712749,24.107715040190023,1.3276559053091879,0.3021882727393569,3,0.41516093258937475
22,gravity,"k = 3,G0 = 0.0002,p = 0.25,epsilon = 5e-05,T = 200",Minkowski,893.7077925671567,0.5742883646277079,2.2053223196153495,16.161628941194728,1.0024549977447434,0.5914981048260559,3,0.41313904738820534
31,gravity,"k = 3,G0 = 0.0002,p = 0.25,epsilon = 5e-05,T = 100",Mahalanobis,67.68696146550214,117.94848300460063,-0.3751629796368187,24.14893630495428,1.0628194076080615,0.31596414502615444,3,0.4085908275345078
10,gravity,"k = 2,G0 = 0.0002,p = 0.25,epsilon = 5e-05,T = 200",Manhattan,579.5020628688565,17.27547336450765,1.0739021918181182,20.253833274521448,0.7217392523215609,0.5151932065597853,2,0.4006043733223921
18,gravity,"k = 2,G0 = 0.0002,p = 0.25,epsilon = 5e-05,T = 200",Minkowski,921.6562914938025,1.2959742617664527,1.5379053375616807,16.36879572501896,0.4284352024162314,0.6728410175992643,2,0.39940293855182213
12,gravity,"k = 3,G0 = 0.0002,p = 0.25,epsilon = 1e-07,T = 200",Manhattan,449.37330914999734,7.914949919366251,1.5177974176198077,20.09669443732138,0.8637503869424329,0.5040664140924285,3,0.39519445621694277
13,gravity,"k = 3,G0 = 0.0002,p = 0.25,epsilon = 1e-07,T = 100",Manhattan,451.5031981343065,7.877612499134727,1.522525908007856,20.089601701739305,0.6994661455758675,0.5067499153374322,3,0.38943037031644384
15,gravity,"k = 3,G0 = 0.0002,p = 0.25,epsilon = 5e-05,T = 100",Manhattan,441.3078988411114,8.059604748435959,1.4996862669653972,20.123861163302994,0.7742405500016881,0.4859830999520994,3,0.38638643401023715
14,gravity,"k = 3,G0 = 0.0002,p = 0.25,epsilon = 5e-05,T = 200",Manhattan,450.7795650994214,7.803881085594206,1.5209219026571597,20.075496165845667,0.8477043868585067,0.4619882719184089,3,0.38374581499521315
16,gravity,"k = 2,G0 = 0.0002,p = 0.25,epsilon = 1e-07,T = 200",Minkowski,781.0474554173757,1.4348857452289876,1.372368879677394,16.521529457030187,0.406422968742462,0.6302960889118583,2,0.37383974286267097
0,gravity,"k = 2,G0 = 0.0002,p = 0.25,epsilon = 1e-07,T = 200",Euclidean,293.14011692790814,6.471050514494088,0.3923836787853072,18.780909311541826,0.7038453229004423,0.555887053672511,2,0.33794148187047024
