,Algorithm,Parameters,Distance,CH,BH,Hartigan,xu,DB,S,Rand,Fowlkes-Mallows,Jaccard,Number of clusters,punctuation
11,fuzzycmeans,"k = 3,m = 2,MAX_I = 100,tol = 0.001",Minkowski,1441.0335911185998,0.6088522716135374,2.9758305004865497,23.634275659620346,0.1405362586423471,0.6666294004631879,0.905503355704698,0.8575987189732863,0.7506493506493507,3,0.5258894093119466
1,kmeans,"k = 3,MAX_I = 100,tol = 0.001",Euclidean,456.77469188430473,2.50844625183911,1.8269048475328284,27.1738835454796,0.7897284420533582,0.5082109846106448,0.8922595078299776,0.8369988401456396,0.719674039580908,3,0.49839217667046243
3,fuzzycmeans,"k = 3,m = 2,MAX_I = 100,tol = 0.001",Euclidean,206.1827863071401,5.651232707567661,1.0314776813126414,29.20440894896311,0.3301723419213582,0.4207029266718047,0.8987919463087248,0.8471600830697648,0.7348182883939038,3,0.48368418820254117
16,kmeans,"k = 2,MAX_I = 100,tol = 0.001",Cosine,39593.37038807592,0.043822528613976175,5.589204695020568,15.63657871656564,0.03605877556760949,0.9635973552470383,0.7762863534675615,0.7714542762891773,0.5951417004048583,2,0.4734725550745509
7,fuzzycmeans,"k = 3,m = 2,MAX_I = 100,tol = 0.001",Manhattan,168.46389471226595,21.143418820121223,0.829436045908868,32.503046425165614,0.3460639983562479,0.41178846561238414,0.8797315436241611,0.8180438356777668,0.6920962199312715,3,0.45483052600547946
18,fuzzycmeans,"k = 2,m = 2,MAX_I = 100,tol = 0.001",Cosine,19908.62004707727,0.08715915300674815,4.901695811353048,17.35554810476595,0.018525541218236963,0.962955946502275,0.7762863534675615,0.7714542762891773,0.5951417004048583,2,0.41559370456044886
14,fuzzycmeans,"k = 2,m = 2,MAX_I = 100,tol = 0.001",Mahalanobis,27.13341202224648,370.8245951962662,-1.6964463893451414,38.244919725303276,2.7865950877876764,0.03712921790240102,0.7450559284116332,0.7210230758398357,0.5404097435070173,2,0.40420114291137416
4,kmeans,"k = 2,MAX_I = 100,tol = 0.001",Manhattan,470.1738885708028,23.062943607047263,1.1558903281984219,31.301164712880023,0.4022275039976406,0.6830460985295276,0.7762863534675615,0.7714542762891773,0.5951417004048583,2,0.3612618584400524
17,kmeans,"k = 3,MAX_I = 100,tol = 0.001",Cosine,29161.590392190712,0.01975364363493526,5.983322318615125,15.063681407719478,0.5606955487564063,0.6470633907129757,0.7914093959731544,0.6829002919942161,0.5184879157198926,3,0.35808969191337997
8,kmeans,"k = 2,MAX_I = 100,tol = 0.001",Minkowski,2030.0245635470753,1.130951286654349,2.6185908984680055,23.763244634273136,0.11135122824377378,0.8648608730107042,0.7762863534675615,0.7714542762891773,0.5951417004048583,2,0.3548382263134765
6,fuzzycmeans,"k = 2,m = 2,MAX_I = 100,tol = 0.001",Manhattan,275.7575810300493,40.68327038423223,0.6223098763943049,32.72013922354355,0.25935213939079776,0.6223940643354956,0.7762863534675615,0.7714542762891773,0.5951417004048583,2,0.35195397792702005
10,fuzzycmeans,"k = 2,m = 2,MAX_I = 100,tol = 0.001",Minkowski,1102.5074145304993,2.137540590099249,2.0081300587320037,25.354736599277324,0.07080023786592576,0.8554348711208519,0.7762863534675615,0.7714542762891773,0.5951417004048583,2,0.34844542509653254
0,kmeans,"k = 2,MAX_I = 100,tol = 0.001",Euclidean,504.8088536638486,6.293324891272053,1.226967576262824,28.054320647903623,0.40846595475123126,0.6843203843962959,0.7762863534675615,0.7714542762891773,0.5951417004048583,2,0.34246488964916905
2,fuzzycmeans,"k = 2,m = 2,MAX_I = 100,tol = 0.001",Euclidean,300.44975059542105,11.153066399624336,0.7080682469120361,29.484883005146067,0.2640882193844025,0.6225410880486363,0.7762863534675615,0.7714542762891773,0.5951417004048583,2,0.329376921550671
15,fuzzycmeans,"k = 3,m = 2,MAX_I = 100,tol = 0.001",Mahalanobis,16.80882823003063,246.34541170929592,-1.47538116794826,38.64156135905292,2.469623818698202,0.04043339584369288,0.7736912751677852,0.656058806134203,0.48816029143898,3,0.3188732851649483
19,fuzzycmeans,"k = 3,m = 2,MAX_I = 100,tol = 0.001",Cosine,9842.60445686716,0.06144782110584205,4.8971902293817156,17.9008074457352,0.10595080074193254,0.8018686866633893,0.7247427293064876,0.6831839749104718,0.5018623481781377,3,0.25492304915525793
5,kmeans,"k = 3,MAX_I = 100,tol = 0.001",Manhattan,251.1510386782622,14.294618923977668,1.2287690996575906,31.524432618297105,0.777580446231147,0.5342349720344256,0.7204474272930649,0.6755039956821351,0.4940890688259109,3,0.22814543659713613
9,kmeans,"k = 3,MAX_I = 100,tol = 0.001",Minkowski,1081.0561705292494,0.7163216945215245,2.6884083717071365,24.040659902486027,0.41799462254378955,0.7245690982954979,0.7207158836689038,0.6759855668516569,0.4945748987854251,3,0.22128257072431493
